username,time_posted,title,price,description,status
mobile.solutions,6 months ago,Spigen Apple iWatch Series 4 (40MM) Rugged Armor Case,24.90,"*Brand new &amp; Original / Authentic Spigen  *Self collect at Hougang Mrt / Shop or top up for postage services  *Price is fixed  *Colour: Black, White &amp; Rose Gold  Product Description: The Rugged Armor® adds daily durability with a polished look to the Apple Watch. Built to defend against bumps and br",New
thestrapsupply,6 months ago,"Apple Inspired Leather Watch Strap Series 1/2/3/4- Brand New, FREE mailing",12,"Watch Size:  38mm for series 1/2/3 (compatible with 40mm watches)  OR  42mm for series 4 (compatible with 44mm watches)  Maroon background with Light Green, White and Black Prints Apple Inspired watch strap suitable for Apple watch series 1/2/3/4  Produced with High Quality PU leather, delicately an",New
alvintzelun,6 months ago,Apple Watch series 4 44mm soft TPU transparent case,10,Apple Watch series 4 44mm soft TPU transparent case,New
urban.m,7 months ago,Apple Watch Series 4/3/2/1 Case Casing Cover,15,Usual: $20❌ Urban.M Fan Price: $15 ✔️ (You save $5) 🔻(Please read carefully below) 🔻 How to redeem Fan Price ? 1.) Like and Share our Facebook Page https://www.facebook.com/urbanmonline 2.) Must show the Facebook like and share to staff in Urban.M (Tampines Mall 04-08) to redeem special offer .  3.),New
gadget_galore,5 months ago,Simpeak Adjustment Stainless Steel Band Strap for Apple Watch 38mm Series 1 Series 2 Series 3 - Champagne Gold,23,☆Used Simpeak Adjustment Stainless Steel Band Strap for Apple Watch 38mm Series 1 Series 2 Series 3 - Champagne Gold☆   ☆3 hairline scratch on back☆  Amazon selling @ $34.29 https://www.amazon.com/Simpeak-Adjustment-Stainless-Replacement-Champagne/dp/B0749MR9ZB  1.(NOTE: Wide and Heavy for Women!! ),Used
essentialbasics,5 months ago,INSTOCK Silicone Strap for Apple iWatch Series 1/2/3/4,14,✔HIGH QUALITY SILICONE MATERIAL ✔INSTOCKS ✔5 colors to choose from! ✔Black/Lavender/Red/Dark Blue/White  Strap length: 20cm  Dimensions: 38mm/40mm ⌚Able to fit Apple watches series 1-3 38mm. ⌚Able to fit Apple watches series 4 40mm.  Chat with me to buy now!  📩Registered Mail +$4 📩Normal Mail +$1  M,New
wishmonkey,6 months ago,Apple Watch Protective Case Series 1 2 3 4,6,"🔥PROMO🔥  &lt;STOCK AVAILABLE NOW&gt; Price original: $8  Suitable for: Apple Watch 44mm 40mm, 42mm, 38mm Item Size: 44mm and 40mm  Thickness: Around 0.5mm Color: Clear  Description 1. ultra thin soft TPU 2.Protect your watch from scratches,and dirt. 3.Full access to all ports, buttons, and cameras without",New
kckc007,5 months ago,"Brand new Apple OEM watch strap for Series 4, 44mm",10,Brand new Apple compatible strap. Not been used. Took out of the packaging only to take picture. Bought extra and decided not to use them.   Can choose to meet up or mail. Buyer will have to bear the cost of the postage. Any prices below my asking price will be via meet up. ,New
dgmartonline.com,7 months ago,Free Mailing! Apple Watch Milanese Strap 38mm/40mm - Silver,18,📣📣 Can't find what you are looking for? Check our website @ https://dgmartonline.com! 📣📣  Brand New! Apple Watch 38mm/40mm Milanese Strap Can fit Apple Watch Series 1/2/3/4 38mm/40mm Strong magnet hold. No clasp.   Available in the following colors (38m/40mm): - Rose Gold - Gold - Silver - Black - P,New
crazysales,7 months ago,Apple Watch 4 40MM Spigen Rugged Armor Case Cover,24.90,"18% OFF this case for 1st time buyer at our website. For more casing, screen protector for this phone model, please visit this link https://crazysales.com.sg/products/for-apple-watch-series-4-40mm Self collection / Mailing / Courier please refer to the link below or WA 84532055 https://crazysales.co",New
gooddeals89,5 months ago,Apple Leather Watch Strap Series 1/2/3/4- Brand New ,12,"Watch Size: 38mm and 42mm   Rainbow Red Apple Inspired Watch strap suitable for series 1/2/3/4  High quality synthetic PU leather, delicately crafted to precision. We work with only the best suppliers. Comes with  14 days local seller warranty.  Delivered directly from Singapore. Not overseas seller",New
selling828,6 months ago,Soft TPU Bumper for Apple Watch Series 4 44mm,5,"Full screen Protector Soft TPU Bumper Premium Quality For Apple Watch Series 4 44mm  I can post, or you can collect at my convenience.",New
smartiesathome,7 months ago,i-Blason Halo Case for Apple watch series 4 (44mm) (Set of 4 colors),28,"I-blason Halo Case for Apple watch series 4 44mm   Enjoy the stylish and impact-resistant design of the Halo case – in 4 different transparent colors! Made of shock-absorbent TPU, this case will ensure your Apple Watch’s safety without getting in the way of sensors, buttons or functions.  Designed S",New
teddy.g,7 months ago,Apple Watch Stainless Steel Series 1,290,"For sale: Brand new Apple Watch Series 1 in stainless steel (BNIB).  Completely new piece replaced by Apple warranty centre, still unopened from the original sticker wrap (refer to picture 2 - 5).  Selling this as I'll be upgrading to the series 4.  Apple warranty still valid for another 3 months.  ",New
urban.m,7 months ago,X-Doria Apple Watch 4/3/2/1 Defense Edge Case Casing Cover,34.90,Usual: $39.90❌ Urban.M Fan Price: $34.9 ✔️ (You save $5) 🔻(Please read carefully below) 🔻 How to redeem Fan Price ? 1.) Like and Share our Facebook Page https://www.facebook.com/urbanmonline 2.) Must show the Facebook like and share to staff in Urban.M (Tampines Mall 04-08) to redeem special offer .,New
dgmartonline.com,7 months ago,Free Mailing! Apple Watch Milanese Strap 38mm/40mm - Gold,18,📣📣 Can't find what you are looking for? Check our website @ https://dgmartonline.com! 📣📣  Brand New! Apple Watch 38mm/40mm Milanese Strap Can fit Apple Watch Series 1/2/3/4 38mm/40mm Strong magnet hold. No clasp.   Available in the following colors (38m/40mm): - Rose Gold - Gold - Silver - Black - P,New
eykal,5 months ago,Apple Watch series 4 40mm,600,Almost like brand new apple watch series 4 40mm. Complete with box.   Condition 9/10,Used
mobilemartsg,7 months ago,SPIGEN Apple Watch Stand,29.99,SPIGEN Apple Watch Stand with Night Mode (Black) for Series 1/2/3/4 - 38mm/40mm/42mm/44mm  Available in Black / Midnight Blue / Pink Sand (Check other Listings)  - Compatible with Apple Watch Nightstand Mode [watchOS 2] - Open dock structure allows easy usability with the Apple Watch and its officia,New
dazzlingsmack,6 months ago,1590- fullmosa band for watch,15,"100% Genuine Leather Band: Fullmosa Apple watch Band is made of genuine top grade cowhide, which is soft, durable and skin-friendly. Our apple watch band will display exquisite texture and comfortable touch feeling as age goes.For more product options, please visit our store by clicking the blue Ful",New
sgalibaba2018,5 months ago,"2065 EloBeth iWatch Band 44mm 42mm Men, Stainless Steel Band Metal Clasp(Move Links by Hand) + Adapter Compatible with Apple Watch Series 4/Series 3/2/1 (Silver 44/42mm)",30,Compatible Model] Specially designed for your precious Apple Watch (Series 4) 44mm and Apple Watch (Series 3/2/1) 42mm/ Edition / Nike+ / Hermes All models.  [High Quality Material] Crafted from top quality stainless steel (Type 304L) with exquisite craftsmanship and stylish design; easy to slide in,New
crazysales,7 months ago,Apple Watch 4 40MM Spigen Liquid Crystal Clear Case Cover,23.90,"18% OFF this case for 1st time buyer at our website. For more casing, screen protector for this phone model, please visit this link https://crazysales.com.sg/products/for-apple-watch-series-4-40mm Self collection / Mailing / Courier please refer to the link below or WA 84532055 https://crazysales.co",New
wishmonkey,6 months ago,2019 Apple Watch Stainless Steel Strap,25,"🔥NEW IN-STOCK NOW🔥  Description:  Mode: For model Apple watch series 1 2 3 4. 44mm, 42mm 40mm, 38mm  GOLD, ROSE GOLD, SILVER all stocks available   *38mm / 40mm BLACK available  *44mm / 42mm BLACK  SOLD OUT  Item type:Replacement watch band  Color:Stainless Steel - Silver, Black, Rose, Gold  Connect",New
trendy4machine,7 months ago,Apple Watch Stainless Steel Strap Modern Stylish Apple iWatch Band Series 1 2 3 4 For 38mm 40mm 42mm 44mm,36,"Apple Watch Stainless Steel Strap Modern Stylish Apple iWatch Band Series 1 2 3 4 For 38mm 40mm 42mm 44mm  Featues: ✔️Brand New and High Quality  ✔️Stainless Steel  ✔️Comfort Wrist Design  ✔️Unique and Cool Design  ✔️iWatch Series 1 2 3 4 ✔️38mm 40mm 42mm 44mm  💰Reasonable price, strictly no nego 📤O",New
antwoo,5 months ago,Selling Brand New Apple Watch Series 4 silicons Sports Band 44mm,15,"Selling Brand New Apple Watch Series 4 silicons Sports Band 44mm.  Item will mail out by post no meeting up.. With reg. post please add 3.40, ",New
phonecare4u,7 months ago,🚚 🔥G-Shock Design Apple Watch series 4 with AirPods Holder,23,"Available for Apple Watch Series 4 44mm &amp; 40mm, come with AirPods Holder  Full access to screen, Digital Crown and sensors to excellent workmanship and precise cutting, even the case is rugged, it still provide easy access to the touch screen, Digital Crown, sensor and power button while offering re",New
urbanlionsales,6 months ago,"Charging Stand for Apple Watch Series 4, Oittm [5 in 1 New Version] 5-port USB Rechargeable Stand for iWatch Series 4/3/2/1, iPhone Xs, Xs Max, Xr, X, 8, 8 Plus, 7,6,iPad Mini,Apple Pencil (Silver) ---- 1154",48,"😉Please kindly read through the description of product given. (Items are exact to picture listed, unless otherwise stated)  😊Address and opening hours are stated on every page listing  (End of the page of Meet up/ Mailing tab).  💬 CHAT TO BUY WHEN YOU HAVE DECIDED ON PURCHASE.  - SELF COLLECTION / N",New
phonecare4u,7 months ago,🚚 G-Shock Design Apple Watch Case for Series 4,19,"Available for Apple Watch Series 4 44mm &amp; 40mm  Full access to screen, Digital Crown and sensors to excellent workmanship and precise cutting, even the case is rugged, it still provide easy access to the touch screen, Digital Crown, sensor and power button while offering reliable protection.  Metal ",New
freemanuk,7 months ago,Bandmax Apple Watch Band 42mm with Full Body Rugged Protective Bumper Case for Apple Watch Series 1 to 3,20,Wore this strap only twice. Selling it because I upgraded my apple watch to Series 4,Used
skylersfamilia,4 months ago,(E1193) Simpeak Stainless Steel Band Strap Compatible Apple Watch 38mm 40mm Series 1 Series 2 Series 3 Apple Watch 4 - Rose Gold,30,"1.High quality material: Designed for Apple Watch 38mm Series 1(2015),Series 2(2016),Series 3(2017). The band is consists of premium stainless steel which are polished by a number of processes and colored by vacuum plating. Compared to rubber band, this stainless steel watch band has better breathab",New
dgmartonline.com,7 months ago,Free Mailing! Apple Watch Milanese Strap 38mm/40mm - Black,18,📣📣 Can't find what you are looking for? Check our website @ https://dgmartonline.com! 📣📣  Brand New! Apple Watch 38mm/40mm Milanese Strap Can fit Apple Watch Series 1/2/3/4 38mm/40mm Strong magnet hold. No clasp.   Available in the following colors (38m/40mm): - Rose Gold - Gold - Silver - Black - P,New
skylersfamilia,6 months ago,(E942)Simpeak Adjustment Stainless Steel Band Strap for Apple Watch 38mm Series 1 Series 2 Series 3 - Champagne Gold,25,"Features   1.(NOTE: Wide and Heavy for Women!! ) High quality material: Designed for Apple Watch 38mm Series 1(2015),Series 2(2016),Series 3(2017). The band is consists of premium stainless steel which are polished by a number of processes and colored by vacuum plating. Compared to rubber band, this",New
p2omobile,7 months ago,Zeelot 44mm Full Glue Curved Tempered Glass for Apple Watch,29,"Zeelot 44mm Full Glue Curved Tempered Glass for Apple Watch Series 4 Like p2oMobile Price: $ 29.00 Usual Price: $ 49.00 Show us your LIKE Page upon purchase!  Browse Apple Watch Series 4 accessories from p2oMobile, click here https://www.facebook.com/112891348894393/photos/?tab=album&amp;album_id=100736",New
p2omobile,7 months ago,Zeelot 40mm Full Glue Curved Tempered Glass for Apple Watch,29,"Zeelot 40mm Full Glue Curved Tempered Glass for Apple Watch Series 4 Like p2oMobile Price: $ 29.00 Usual Price: $ 49.00 Show us your LIKE Page upon purchase!  Browse Apple Watch Series 4 accessories from p2oMobile, click here https://www.facebook.com/112891348894393/photos/?tab=album&amp;album_id=100736",New
dgmartonline.com,7 months ago,Free Mailing! Apple Watch Silicone Strap 38mm/40mm - Dark Blue (Small),12,📣📣 Can't find what you are looking for? Check our website @ https://dgmartonline.com! 📣📣  Brand New! Apple Watch Replacement Strap for 38mm and 40mm Can fit Apple Watch Series 1/2/3 38mm and Series 4 40mm Size: Small Free normal mail.   Colors Available: - Black - Dark Blue - Gray - White - Pink - L,New
doublelayerlove,7 months ago,🚚 Apple iWatch Series 4 44/40mm Full Adhesive Glass Protector,16,"3D Cover Full Glue Tempered Glass For Apple Watch 40mm 44mm Series 4 Screen Protector Clear/Black  9H Hardness Tempered Glass: Protect your screen from bumps, scratches, scrapes and other external damages, keeps your iWatch screen safe.",New
trendy_stuff_accessories,7 months ago,🚚 Full Glue 3D Curved Glass Apple watch series 4 40/44mm,15,Clear/Black type For apple iwatch series 4  40mm/44mm  Tempered Glass Screen Protector Compatible with Apple watch 4  Premium Grade Tempered Glass With 9H+ Scratch Resistant Surface,New
lridescent,5 months ago,Apple Watch 42/44mm Midnight Blue Sports Band,28,Authentic with box  Still in good condition  Used aplenty but colour still looks comparable to a new one Suitable for 42mm or 44mm Apple Watch   Selling because bought a 40mm series 4 so can’t use ,Used
awatchauthority,7 months ago,Tempered Glass / Screen Protector for Apple Watch,8,Brand New - Third Party Tempered Glass / Screen Protector / screenguard / screen guard for Apple Watch iwatch Good for series 1/ series 2/ series 3 / series 4  A is glass B is glass  Available for the screen sizes 38mm (NEW STOCKS IN!) 40mm (NEW STOCKS IN!) 42mm (NEW STOCKS IN!) 44mm (NEW STOCKS IN!,New
